step_id,problem_id,prm_rating,step_type_analysis,step_type_human_calibrated,rating_x_type,position_bin,target_tokens,prefix_tokens,control_correct_count,target_correct_count,control_avg_correct,target_avg_correct,target_effect,correct_to_wrong_count,wrong_to_correct_count,danger_rate,recovery_rate,mean_target_minus_control_tokens,completion_fraction,has_abnormal_completion,placebo_eligible,placebo_run_count,eligibility_group
prm-33b6dd3dabd31070,problem-54691fce5a1342e9,-1,harmful,harmful,-1 x harmful,middle,52,483,0,0,0.0,0.0,0.0,0,0,,0.0,-397,0.625,true,1,1,eligible
prm-23e4bf45fefddfca,problem-20855ff8e775267f,-1,harmful,harmful,-1 x harmful,late,57,502,1,4,0.25,1.0,0.75,0,3,0.0,1.0,17,1.0,false,1,2,eligible
prm-ea4bf8ee91052d6e,problem-f7d45d9e11fcf4f6,0,redundant,redundant,0 x redundant,early,16,333,4,4,1.0,1.0,0.0,0,0,0.0,,-29,1.0,false,0,0,skipped
prm-22008191f0fcf07c,problem-d43b5b59260aea9d,0,redundant,essential,0 x redundant,late,70,1131,4,4,1.0,1.0,0.0,0,0,0.0,,24.25,1.0,false,1,2,eligible
prm-d53813f5acf46dc2,problem-30257ce512a9dbe4,1,essential,essential,1 x essential,late,36,681,4,4,1.0,1.0,0.0,0,0,0.0,,-15,1.0,false,0,0,skipped
prm-27543090e207be07,problem-29b2b39dd7862f9d,0,redundant,essential,0 x redundant,early,27,311,0,0,0.0,0.0,0.0,0,0,,0.0,29,1.0,false,1,1,eligible
prm-374f893a0a7e07c4,problem-36fd071c1bb427b5,1,redundant,essential,1 x redundant,early,27,304,4,4,1.0,1.0,0.0,0,0,0.0,,6.25,1.0,false,1,1,eligible
prm-6b443c0ab9016cf3,problem-3e3197b5f708b626,0,redundant,redundant,0 x redundant,middle,53,464,4,4,1.0,1.0,0.0,0,0,0.0,,9,1.0,false,1,2,eligible
prm-9b09489564767b9d,problem-fa8130795d8510ae,0,essential,essential,0 x essential,early,26,466,4,4,1.0,1.0,0.0,0,0,0.0,,-31.25,1.0,false,1,1,eligible
prm-b02cba206762c771,problem-ba83e92e963aa63c,1,essential,essential,1 x essential,middle,38,471,4,4,1.0,1.0,0.0,0,0,0.0,,19,1.0,false,1,2,eligible
prm-1590d85cae7720a6,problem-7f3bd86e5e9247de,1,redundant,redundant,1 x redundant,late,26,531,4,1,1.0,0.25,-0.75,3,0,0.75,,38.75,1.0,false,1,4,eligible
prm-8d9aac49538338f6,problem-ca9cbef015dfaab2,1,essential,redundant,1 x essential,early,26,383,4,4,1.0,1.0,0.0,0,0,0.0,,-42,1.0,false,1,4,eligible
prm-d14414ada709f204,problem-6bb3caecbae2a0c3,0,redundant,redundant,0 x redundant,early,68,446,0,3,0.0,0.75,0.75,0,3,,0.75,-1543,0.5,true,1,4,eligible
prm-c00e9d4b22a619cf,problem-f5c172c898474116,0,harmful,essential,0 x harmful,early,88,326,4,4,1.0,1.0,0.0,0,0,0.0,,191.25,1.0,false,0,0,skipped
prm-6994d64b52995162,problem-5c91e3632a6bed3d,-1,harmful,harmful,-1 x harmful,middle,59,422,0,1,0.0,0.25,0.25,0,1,,0.25,90,1.0,false,1,1,eligible
prm-3490f4298028248f,problem-32b099c0f5aec3b1,0,harmful,redundant,0 x harmful,middle,28,567,4,4,1.0,1.0,0.0,0,0,0.0,,7,1.0,false,1,4,eligible
prm-896614eb571273fb,problem-e684634d63b6e43e,1,essential,essential,1 x essential,middle,19,579,2,0,0.5,0.0,-0.5,2,0,1.0,0.0,-37.25,0.75,true,0,0,skipped
prm-5163da324c8a2bc9,problem-953b683f2dc4237e,1,essential,essential,1 x essential,early,46,329,4,4,1.0,1.0,0.0,0,0,0.0,,-64.75,1.0,false,0,0,skipped
prm-060b37de44a23f9c,problem-eb3187c38ab27028,1,redundant,redundant,1 x redundant,late,19,467,4,0,1.0,0.0,-1.0,4,0,1.0,,103.5,1.0,false,1,3,eligible
prm-6a48687cd49dd67e,problem-5d4e128b653312de,-1,harmful,essential,-1 x harmful,late,52,809,4,4,1.0,1.0,0.0,0,0,0.0,,5.5,1.0,false,1,2,eligible
prm-bcf33e68e625980e,problem-dbe25f76577aa227,-1,harmful,harmful,-1 x harmful,early,57,369,0,0,0.0,0.0,0.0,0,0,,0.0,-256.75,1.0,false,1,1,eligible
prm-4f8665f0a19739c3,problem-48e7b5d5a1bb68e8,0,harmful,harmful,0 x harmful,late,35,826,4,4,1.0,1.0,0.0,0,0,0.0,,97,1.0,false,1,4,eligible
prm-a3fb1524920e2118,problem-eb3187c38ab27028,0,redundant,essential,0 x redundant,middle,49,571,4,4,1.0,1.0,0.0,0,0,0.0,,33,1.0,false,1,1,eligible
prm-b776a9c2dead1877,problem-5acc6365946cc933,0,redundant,redundant,0 x redundant,late,21,619,4,4,1.0,1.0,0.0,0,0,0.0,,30,1.0,false,0,0,skipped
prm-31f315049adee361,problem-a3f40663ba19390b,0,redundant,essential,0 x redundant,late,45,1036,4,4,1.0,1.0,0.0,0,0,0.0,,-36,1.0,false,1,3,eligible
prm-0796ce8561574c8c,problem-b4bdce0b7c998bd0,1,essential,redundant,1 x essential,late,28,753,4,4,1.0,1.0,0.0,0,0,0.0,,97.25,1.0,false,1,4,eligible
prm-fa241fc7e4a6f419,problem-1a7c478bb9ae0d78,1,redundant,redundant,1 x redundant,late,17,578,4,0,1.0,0.0,-1.0,4,0,1.0,,83,1.0,false,1,1,eligible
prm-a619a9e3e9a63362,problem-afe7eeff1cb11ff9,1,redundant,redundant,1 x redundant,late,15,504,4,4,1.0,1.0,0.0,0,0,0.0,,-7.25,1.0,false,0,0,skipped
prm-b3c55327f85d52bf,problem-59930f06199891a2,-1,essential,essential,-1 x essential,late,51,631,4,2,1.0,0.5,-0.5,2,0,0.5,,61.25,1.0,false,1,1,eligible
prm-4c7b0daf67f174f2,problem-27304254dfee5d97,0,harmful,harmful,0 x harmful,middle,17,724,0,4,0.0,1.0,1.0,0,4,,1.0,25,1.0,false,1,4,eligible
prm-bd9c89c30ff0439e,problem-59930f06199891a2,1,essential,essential,1 x essential,late,28,549,3,4,0.75,1.0,0.25,0,1,0.0,1.0,-8.5,1.0,false,1,4,eligible
prm-8cc3ef6509ad6fbf,problem-7402b093e77ab835,1,essential,essential,1 x essential,early,89,307,4,4,1.0,1.0,0.0,0,0,0.0,,41.5,1.0,false,0,0,skipped
prm-649bf3fbe6231218,problem-70cf8bf9114223fc,1,essential,essential,1 x essential,late,28,682,4,4,1.0,1.0,0.0,0,0,0.0,,3,1.0,false,1,4,eligible
prm-42aa85293ce04d6c,problem-ab7e10c4af73c9ed,1,redundant,redundant,1 x redundant,middle,14,432,0,0,0.0,0.0,0.0,0,0,,0.0,27,1.0,false,1,2,eligible
prm-1032a7112c293158,problem-ebebe01a18f218d6,1,redundant,redundant,1 x redundant,early,20,312,0,0,0.0,0.0,0.0,0,0,,0.0,-203.5,1.0,false,1,4,eligible
prm-2d19813fccf4dac9,problem-92992c0e162b3d6d,0,redundant,harmful,0 x redundant,late,39,540,0,0,0.0,0.0,0.0,0,0,,0.0,95.75,1.0,false,1,4,eligible
prm-1fa85012955acc38,problem-9f3b9f8d7ae2958e,1,essential,essential,1 x essential,early,20,442,4,4,1.0,1.0,0.0,0,0,0.0,,45.25,1.0,false,1,4,eligible
prm-6a679885fe24ca4d,problem-108f81538ad8d2c1,-1,harmful,harmful,-1 x harmful,middle,32,659,0,0,0.0,0.0,0.0,0,0,,0.0,0,0.0,true,1,1,eligible
prm-bbdc2cbce9d5d71d,problem-746a8f87097718e5,1,essential,essential,1 x essential,middle,67,396,3,2,0.75,0.5,-0.25,2,1,0.666667,1.0,-31.75,1.0,false,0,0,skipped
prm-61500888ffe32624,problem-d699cb734c33a748,1,essential,essential,1 x essential,early,33,431,1,2,0.25,0.5,0.25,1,2,1.0,0.666667,-22.75,1.0,false,1,2,eligible
prm-3b8fc6d3080aade1,problem-498bac6c50d80f1b,0,redundant,redundant,0 x redundant,late,38,629,4,4,1.0,1.0,0.0,0,0,0.0,,-99.25,1.0,false,1,3,eligible
prm-24d79d07da1abeb8,problem-ecf5fa925de2e2ec,0,essential,essential,0 x essential,middle,41,425,4,4,1.0,1.0,0.0,0,0,0.0,,-68.75,1.0,false,1,2,eligible
prm-b8457436293d4e60,problem-92992c0e162b3d6d,-1,harmful,harmful,-1 x harmful,late,38,559,0,0,0.0,0.0,0.0,0,0,,0.0,-16.25,1.0,false,1,1,eligible
prm-9ef4a4362f8a777c,problem-edc76d80b3d26c0a,0,essential,essential,0 x essential,middle,24,586,4,4,1.0,1.0,0.0,0,0,0.0,,117.75,1.0,false,1,4,eligible
prm-7af50adf0a42982f,problem-59930f06199891a2,1,redundant,redundant,1 x redundant,early,20,297,0,0,0.0,0.0,0.0,0,0,,0.0,0,0.0,true,1,4,eligible
prm-4c8c15a6cba67d79,problem-96a8c62f9c87bbff,1,redundant,harmful,1 x redundant,early,19,358,0,0,0.0,0.0,0.0,0,0,,0.0,6,1.0,false,1,3,eligible
prm-242890b88c115e2c,problem-57971ca6c2f0ea0b,1,essential,redundant,1 x essential,late,57,801,3,1,0.75,0.25,-0.5,2,0,0.666667,0.0,31.75,1.0,false,1,1,eligible
prm-2c5e0537236b9a03,problem-9855ca472cb26c0b,1,essential,essential,1 x essential,early,36,422,0,1,0.0,0.25,0.25,0,1,,0.25,-586.25,0.875,true,1,4,eligible
prm-64052b65a1c192c7,problem-50586870d07058f9,-1,harmful,harmful,-1 x harmful,late,32,873,0,0,0.0,0.0,0.0,0,0,,0.0,-434,0.75,true,1,2,eligible
prm-05db80661c2eea87,problem-ca9cbef015dfaab2,0,redundant,harmful,0 x redundant,late,30,603,4,4,1.0,1.0,0.0,0,0,0.0,,72,1.0,false,1,4,eligible
prm-dfed03ca959f8315,problem-2757934eba881767,1,essential,essential,1 x essential,middle,41,699,0,0,0.0,0.0,0.0,0,0,,0.0,-4.5,0.375,true,1,3,eligible
prm-ca096eb77c3d707b,problem-108f81538ad8d2c1,0,redundant,redundant,0 x redundant,early,19,486,0,3,0.0,0.75,0.75,0,3,,0.75,221.75,1.0,false,1,1,eligible
prm-dbb76c0284dc2629,problem-108f81538ad8d2c1,-1,harmful,harmful,-1 x harmful,early,36,458,0,3,0.0,0.75,0.75,0,3,,0.75,94.25,1.0,false,1,4,eligible
prm-c93b572ed45d09e3,problem-a54ef7e372ba2713,-1,harmful,harmful,-1 x harmful,middle,46,351,4,4,1.0,1.0,0.0,0,0,0.0,,8.25,1.0,false,1,1,eligible
prm-7805f2fb660af82c,problem-e560d5cf6d3fecc5,1,essential,essential,1 x essential,middle,69,478,0,4,0.0,1.0,1.0,0,4,,1.0,-1846.75,0.5,true,1,1,eligible
prm-694eda0133adae37,problem-eb3187c38ab27028,0,redundant,redundant,0 x redundant,middle,21,620,4,4,1.0,1.0,0.0,0,0,0.0,,2.25,1.0,false,1,2,eligible
prm-6c4e585fba73949f,problem-5932169135a7e725,-1,harmful,harmful,-1 x harmful,middle,35,519,0,1,0.0,0.25,0.25,0,1,,0.25,53.5,1.0,false,1,4,eligible
prm-2953ceb48c3d11eb,problem-c4f4fd84bb522f70,0,harmful,redundant,0 x harmful,early,36,303,4,4,1.0,1.0,0.0,0,0,0.0,,64.75,1.0,false,1,4,eligible
prm-5be58b31f228d28e,problem-dedb35fff0a06a5e,-1,harmful,harmful,-1 x harmful,early,25,342,4,4,1.0,1.0,0.0,0,0,0.0,,-81.25,1.0,false,1,2,eligible
prm-de2964131ac70829,problem-d41322c9103030ce,1,harmful,redundant,1 x harmful,early,28,366,2,4,0.5,1.0,0.5,0,2,0.0,1.0,-40.75,1.0,false,0,0,skipped
prm-a9006452bf5662ee,problem-782deeefb596a9df,-1,redundant,redundant,-1 x redundant,early,27,371,4,4,1.0,1.0,0.0,0,0,0.0,,-49.25,1.0,false,1,4,eligible
prm-9def3665fa2dd260,problem-3b95366916efe8e8,1,harmful,harmful,1 x harmful,middle,41,490,3,4,0.75,1.0,0.25,0,1,0.0,1.0,-386.25,0.875,true,1,4,eligible
prm-317d37656fcc5ddd,problem-24416ee05263b731,0,essential,essential,0 x essential,middle,43,394,4,4,1.0,1.0,0.0,0,0,0.0,,147,1.0,false,1,4,eligible
prm-7aacc6952228d379,problem-76bb173b20d420b6,1,essential,essential,1 x essential,late,82,502,4,4,1.0,1.0,0.0,0,0,0.0,,7,1.0,false,1,2,eligible
prm-ac7f15288ce11c38,problem-b18bba5824f91f21,-1,harmful,harmful,-1 x harmful,early,36,369,0,4,0.0,1.0,1.0,0,4,,1.0,181.5,0.5,true,0,0,skipped
prm-7a422bc7fddfdf54,problem-ee7c7225248fbed1,-1,harmful,harmful,-1 x harmful,middle,33,440,1,0,0.25,0.0,-0.25,1,0,1.0,0.0,62.75,1.0,false,1,4,eligible
prm-3fb0a1041b0e6522,problem-d1c9cde932510127,-1,harmful,harmful,-1 x harmful,early,27,278,0,4,0.0,1.0,1.0,0,4,,1.0,26.5,1.0,false,1,1,eligible
prm-fa4778df65d9a289,problem-214693f141327f81,-1,harmful,harmful,-1 x harmful,middle,34,409,0,2,0.0,0.5,0.5,0,2,,0.5,107.5,1.0,false,1,2,eligible
prm-4dece02217f93500,problem-c0364fc64487e4ec,0,redundant,redundant,0 x redundant,late,21,710,4,1,1.0,0.25,-0.75,3,0,0.75,,1483,0.625,true,1,4,eligible
prm-2d6ec7aa85de8014,problem-9855ca472cb26c0b,0,redundant,redundant,0 x redundant,middle,21,594,4,4,1.0,1.0,0.0,0,0,0.0,,-54.25,1.0,false,0,0,skipped
prm-dc919cb80f6423eb,problem-57d488b1dac9c921,0,redundant,redundant,0 x redundant,early,31,422,0,0,0.0,0.0,0.0,0,0,,0.0,170.5,1.0,false,1,4,eligible
prm-c7bf20109ee3402e,problem-eee898cfa2cd6785,-1,harmful,essential,-1 x harmful,late,52,599,0,4,0.0,1.0,1.0,0,4,,1.0,67,1.0,false,1,2,eligible
prm-7449b3260474567e,problem-edc76d80b3d26c0a,1,essential,essential,1 x essential,late,49,882,4,4,1.0,1.0,0.0,0,0,0.0,,55,1.0,false,1,3,eligible
prm-370bf73e2c4bd7d0,problem-f5ace075c490ab02,1,essential,redundant,1 x essential,middle,21,580,0,0,0.0,0.0,0.0,0,0,,0.0,0,0.0,true,0,0,skipped
prm-6c8f717ff62b444b,problem-29b2b39dd7862f9d,0,essential,essential,0 x essential,early,22,289,0,0,0.0,0.0,0.0,0,0,,0.0,-24,1.0,false,1,1,eligible
prm-52a853240fdce958,problem-0887851f3251fb23,-1,harmful,harmful,-1 x harmful,late,28,549,0,0,0.0,0.0,0.0,0,0,,0.0,74,1.0,false,1,1,eligible
prm-1fdd16bd5ee2ebb1,problem-0d469d0ece1c8db4,0,harmful,harmful,0 x harmful,early,35,317,0,4,0.0,1.0,1.0,0,4,,1.0,-1220.75,0.625,true,1,2,eligible
prm-4b2cde83a58c010f,problem-c4f4fd84bb522f70,0,harmful,essential,0 x harmful,late,30,627,4,4,1.0,1.0,0.0,0,0,0.0,,-11.25,1.0,false,1,4,eligible
prm-e3b1b8595fa68428,problem-8870acf1d4b163f5,0,harmful,redundant,0 x harmful,early,21,346,4,4,1.0,1.0,0.0,0,0,0.0,,-53,1.0,false,1,4,eligible
prm-9b1fccc8cdbe2d3c,problem-96a8c62f9c87bbff,0,redundant,essential,0 x redundant,early,11,315,0,0,0.0,0.0,0.0,0,0,,0.0,63,1.0,false,1,2,eligible
prm-07ed10b9917c2389,problem-f2c81f01ec95c73f,-1,harmful,essential,-1 x harmful,late,89,613,0,0,0.0,0.0,0.0,0,0,,0.0,200.5,1.0,false,0,0,skipped
prm-a15fb929dff59e97,problem-8e69fc01349a975d,-1,harmful,harmful,-1 x harmful,middle,48,616,0,0,0.0,0.0,0.0,0,0,,0.0,-17.75,0.5,true,1,4,eligible
prm-12bc5c8b425e5765,problem-1a7c478bb9ae0d78,1,essential,essential,1 x essential,late,28,468,0,0,0.0,0.0,0.0,0,0,,0.0,45,1.0,false,1,2,eligible
prm-9df86fcdc40baf88,problem-118be303d7abffbe,1,essential,redundant,1 x essential,early,24,315,1,3,0.25,0.75,0.5,0,2,0.0,0.666667,230.75,1.0,false,1,4,eligible
prm-68e9514e2eb03142,problem-fdc8aba1c1ade2de,-1,harmful,essential,-1 x harmful,middle,64,790,0,0,0.0,0.0,0.0,0,0,,0.0,141,1.0,false,1,1,eligible
prm-ae5ba6e191f09528,problem-dedb35fff0a06a5e,-1,harmful,essential,-1 x harmful,early,28,312,0,4,0.0,1.0,1.0,0,4,,1.0,44,1.0,false,0,0,skipped
prm-315d6ba30914293a,problem-4639686b328fdf30,0,redundant,redundant,0 x redundant,late,36,1001,0,0,0.0,0.0,0.0,0,0,,0.0,2.5,1.0,false,1,4,eligible
prm-92e6c6de9151c528,problem-c16492850cbf8813,1,essential,redundant,1 x essential,early,32,294,4,4,1.0,1.0,0.0,0,0,0.0,,142.25,1.0,false,1,4,eligible
prm-2fbe6edf19120d31,problem-3cbf37a65f1d222a,-1,harmful,harmful,-1 x harmful,late,22,556,4,4,1.0,1.0,0.0,0,0,0.0,,-35.75,1.0,false,1,4,eligible
prm-5bd12286ca047ec0,problem-26def20db88cf572,1,essential,essential,1 x essential,early,41,505,4,4,1.0,1.0,0.0,0,0,0.0,,96,1.0,false,1,4,eligible
prm-64828b0b15ca157c,problem-3e3197b5f708b626,1,redundant,essential,1 x redundant,late,27,591,4,4,1.0,1.0,0.0,0,0,0.0,,-13,1.0,false,1,1,eligible
prm-f2ca2a7324883c6d,problem-98ba12c744ebd5e7,-1,essential,harmful,-1 x essential,late,29,459,0,0,0.0,0.0,0.0,0,0,,0.0,7,1.0,false,1,3,eligible
prm-6810d2c059913e28,problem-150eaf9aec741382,0,essential,essential,0 x essential,middle,48,473,0,4,0.0,1.0,1.0,0,4,,1.0,-1882.75,0.5,true,1,1,eligible
prm-c01bc07ec8bcb448,problem-4e48831b718f7ba2,-1,harmful,redundant,-1 x harmful,early,56,440,0,1,0.0,0.25,0.25,0,1,,0.25,163.25,1.0,false,1,4,eligible
prm-ab1c7130781f0c6b,problem-d699cb734c33a748,0,harmful,harmful,0 x harmful,middle,31,537,4,0,1.0,0.0,-1.0,4,0,1.0,,-256.25,1.0,false,1,2,eligible
prm-f17b27e710e8f147,problem-81dd044c95a0fca3,-1,harmful,harmful,-1 x harmful,early,79,416,0,0,0.0,0.0,0.0,0,0,,0.0,-257,0.875,true,1,3,eligible
prm-6bdba3a9023070a1,problem-a5b3b535a7854a82,-1,harmful,harmful,-1 x harmful,middle,57,519,4,4,1.0,1.0,0.0,0,0,0.0,,-175.5,1.0,false,1,2,eligible
prm-6ee8687119787677,problem-9b85603bc31a2030,1,redundant,essential,1 x redundant,early,23,296,4,4,1.0,1.0,0.0,0,0,0.0,,-105,1.0,false,1,1,eligible
prm-3d7ee20871a31c85,problem-5a8c50102096a59a,0,redundant,redundant,0 x redundant,middle,18,837,4,1,1.0,0.25,-0.75,3,0,0.75,,-200.5,1.0,false,1,4,eligible
prm-cbc588184fc6053c,problem-cdaeb4bf71f69112,1,essential,essential,1 x essential,middle,49,519,1,0,0.25,0.0,-0.25,1,0,1.0,0.0,-3,1.0,false,1,4,eligible
prm-5da3ed1afff5caaa,problem-b884ea4dff439d89,-1,harmful,harmful,-1 x harmful,early,41,378,4,3,1.0,0.75,-0.25,1,0,0.25,,-2,1.0,false,0,0,skipped
prm-49dfa9357a3a5686,problem-de0c58f09875d127,0,essential,essential,0 x essential,late,39,461,4,3,1.0,0.75,-0.25,1,0,0.25,,31.25,1.0,false,1,2,eligible
prm-3dc58ac2c43483b2,problem-ca9cbef015dfaab2,-1,harmful,harmful,-1 x harmful,late,22,650,0,0,0.0,0.0,0.0,0,0,,0.0,-18,1.0,false,1,2,eligible
prm-2cb8f0ea41668c12,problem-607ec7f40a3b19a9,-1,harmful,harmful,-1 x harmful,late,35,521,0,0,0.0,0.0,0.0,0,0,,0.0,-54,1.0,false,1,3,eligible
prm-91df52b1208ea81d,problem-4928f50ac88f7a16,1,essential,essential,1 x essential,late,26,457,4,4,1.0,1.0,0.0,0,0,0.0,,79,1.0,false,1,2,eligible
prm-951e8e518dae1077,problem-7317c41e6c58289b,1,essential,essential,1 x essential,late,36,593,4,4,1.0,1.0,0.0,0,0,0.0,,23,1.0,false,1,4,eligible
prm-ef29966d7a6bd3e2,problem-2ca7e059eeb0b7dd,0,redundant,redundant,0 x redundant,early,12,327,4,4,1.0,1.0,0.0,0,0,0.0,,-48.25,1.0,false,1,1,eligible
prm-7f470224e279c9a5,problem-d4b549c0bfc69f15,-1,harmful,harmful,-1 x harmful,early,110,480,0,0,0.0,0.0,0.0,0,0,,0.0,-580,0.75,true,1,4,eligible
prm-27e89528dea4c565,problem-34876d45164544f1,0,redundant,redundant,0 x redundant,early,31,339,4,4,1.0,1.0,0.0,0,0,0.0,,6,1.0,false,1,4,eligible
prm-f254e3a090dbe70a,problem-83864f8749594ce4,1,essential,redundant,1 x essential,late,31,480,4,4,1.0,1.0,0.0,0,0,0.0,,-75.5,1.0,false,1,4,eligible
prm-64b92977ff492b9b,problem-e684634d63b6e43e,-1,essential,essential,-1 x essential,late,28,616,0,4,0.0,1.0,1.0,0,4,,1.0,-61,1.0,false,1,4,eligible
prm-5aef13ef62a287fc,problem-07f83eec628533b9,0,redundant,harmful,0 x redundant,late,105,751,4,4,1.0,1.0,0.0,0,0,0.0,,-4.5,1.0,false,0,0,skipped
prm-fde519a4d71d112d,problem-96a8c62f9c87bbff,1,essential,redundant,1 x essential,late,16,613,0,0,0.0,0.0,0.0,0,0,,0.0,-22.5,1.0,false,1,4,eligible
prm-b09e1aa4bb87ee7c,problem-a0041119ec9c197c,1,harmful,essential,1 x harmful,late,18,724,0,0,0.0,0.0,0.0,0,0,,0.0,1851.75,0.0,true,1,2,eligible
prm-c9fe17645948c6da,problem-a153bf646bb8dfb0,0,redundant,redundant,0 x redundant,middle,37,631,4,4,1.0,1.0,0.0,0,0,0.0,,-23.5,1.0,false,1,4,eligible
prm-1989a099acb06f53,problem-1866ff06f6f007c8,0,redundant,redundant,0 x redundant,late,52,652,1,4,0.25,1.0,0.75,0,3,0.0,1.0,-5.5,0.625,true,1,4,eligible
prm-d4926e70a53c8c17,problem-d7d47865fbb51ce6,1,redundant,redundant,1 x redundant,early,21,338,4,4,1.0,1.0,0.0,0,0,0.0,,-186,1.0,false,1,3,eligible
prm-707a079b8cebba7e,problem-5bf83c63cfb01744,-1,harmful,harmful,-1 x harmful,early,75,402,2,4,0.5,1.0,0.5,0,2,0.0,1.0,-154.25,1.0,false,1,2,eligible
prm-da9a80d73183841e,problem-71fc61f49bcfcd8f,0,redundant,redundant,0 x redundant,early,56,463,1,2,0.25,0.5,0.25,0,1,0.0,0.333333,-1282.25,0.625,true,1,4,eligible
prm-4d125d919f106dbe,problem-fc0b0712fe1587cc,0,essential,harmful,0 x essential,late,63,673,4,4,1.0,1.0,0.0,0,0,0.0,,55.75,1.0,false,1,1,eligible
prm-b46df73b9c7f1dd9,problem-7d076f64a5e86762,-1,harmful,harmful,-1 x harmful,late,40,485,0,4,0.0,1.0,1.0,0,4,,1.0,-23,1.0,false,1,1,eligible
prm-9ceaed5b974155d1,problem-d4b934f6ede28d75,-1,redundant,harmful,-1 x redundant,middle,65,474,4,4,1.0,1.0,0.0,0,0,0.0,,44,1.0,false,0,0,skipped
prm-b61370dd7f97aa7c,problem-dedb35fff0a06a5e,1,essential,harmful,1 x essential,early,40,312,4,4,1.0,1.0,0.0,0,0,0.0,,68.75,1.0,false,1,3,eligible
prm-158ef0683bb8bf70,problem-a153bf646bb8dfb0,-1,harmful,harmful,-1 x harmful,late,39,713,4,4,1.0,1.0,0.0,0,0,0.0,,6.25,1.0,false,1,4,eligible
prm-c95d41ec650cb773,problem-86429feba2dedf48,-1,harmful,harmful,-1 x harmful,middle,31,578,4,4,1.0,1.0,0.0,0,0,0.0,,39.5,1.0,false,1,3,eligible
prm-762ceff54735d7f1,problem-34876d45164544f1,0,redundant,redundant,0 x redundant,middle,20,397,4,4,1.0,1.0,0.0,0,0,0.0,,55,1.0,false,1,3,eligible
prm-e9f04531a844d980,problem-22d4c2de98f5c342,-1,harmful,harmful,-1 x harmful,late,20,590,0,4,0.0,1.0,1.0,0,4,,1.0,3,1.0,false,1,1,eligible
prm-9db27c5e8855d8c2,problem-61623a4f6df2088f,-1,harmful,harmful,-1 x harmful,late,105,869,4,4,1.0,1.0,0.0,0,0,0.0,,-195.5,1.0,false,1,2,eligible
prm-08169263b46b6a22,problem-18a164d5c1185eef,1,essential,essential,1 x essential,middle,23,538,4,4,1.0,1.0,0.0,0,0,0.0,,75.75,1.0,false,1,4,eligible
prm-5636d3dc1eb6633f,problem-f79eb3696da414f8,-1,harmful,harmful,-1 x harmful,middle,40,369,4,4,1.0,1.0,0.0,0,0,0.0,,70.75,1.0,false,1,4,eligible
prm-c502b3dc0f88dfaf,problem-370853d31f3eb781,-1,harmful,harmful,-1 x harmful,early,28,439,1,1,0.25,0.25,0.0,1,1,1.0,0.333333,927.75,0.75,true,1,4,eligible
prm-8dfa8dc3890bcfef,problem-27304254dfee5d97,-1,harmful,harmful,-1 x harmful,middle,22,741,0,0,0.0,0.0,0.0,0,0,,0.0,-51.5,1.0,false,1,4,eligible
prm-e340bad68ddf9e2d,problem-d1c9cde932510127,0,redundant,redundant,0 x redundant,late,24,449,4,4,1.0,1.0,0.0,0,0,0.0,,7,1.0,false,1,4,eligible
prm-f8d5e2b8c3ae4947,problem-32b099c0f5aec3b1,0,redundant,redundant,0 x redundant,late,26,648,4,4,1.0,1.0,0.0,0,0,0.0,,-21.5,1.0,false,1,4,eligible
prm-32cacde29c588ce5,problem-c05b2b3a40b24579,1,essential,redundant,1 x essential,late,11,968,4,4,1.0,1.0,0.0,0,0,0.0,,28,1.0,false,0,0,skipped
prm-78bd280e7dee8d22,problem-b366ba898e337926,1,redundant,essential,1 x redundant,middle,24,542,4,4,1.0,1.0,0.0,0,0,0.0,,29,1.0,false,1,4,eligible
prm-84b3c6777c806334,problem-63fb0c19be9bfc02,-1,harmful,essential,-1 x harmful,middle,37,476,0,2,0.0,0.5,0.5,0,2,,0.5,108.5,1.0,false,1,3,eligible
prm-0219e874907d9144,problem-4639686b328fdf30,0,essential,redundant,0 x essential,late,35,932,0,0,0.0,0.0,0.0,0,0,,0.0,-203.75,1.0,false,1,4,eligible
prm-090c92a536a6f7cf,problem-86dafa426d0346e1,0,redundant,redundant,0 x redundant,early,30,346,0,1,0.0,0.25,0.25,0,1,,0.25,32.75,1.0,false,1,2,eligible
prm-2ec389700747f531,problem-9377eb1958837bb7,0,redundant,redundant,0 x redundant,late,27,726,4,4,1.0,1.0,0.0,0,0,0.0,,7,1.0,false,1,4,eligible
prm-c95bf35f36e49166,problem-b4bdce0b7c998bd0,0,redundant,redundant,0 x redundant,late,25,923,4,4,1.0,1.0,0.0,0,0,0.0,,-0.75,1.0,false,1,4,eligible
prm-dba05e0cd479b592,problem-a761c38205b1ac25,-1,harmful,harmful,-1 x harmful,middle,43,680,0,2,0.0,0.5,0.5,0,2,,0.5,81,1.0,false,1,3,eligible
prm-de925ec448909016,problem-83233254b974f8d3,1,essential,essential,1 x essential,middle,29,826,0,1,0.0,0.25,0.25,0,1,,0.25,-1835,0.5,true,1,4,eligible
prm-4f0a1eb97f47668a,problem-bdd43ed050657861,1,redundant,redundant,1 x redundant,late,21,719,4,4,1.0,1.0,0.0,0,0,0.0,,-106.5,1.0,false,0,0,skipped
prm-c724e22efcbb6540,problem-4f1949500aa128e9,-1,harmful,harmful,-1 x harmful,early,71,357,0,0,0.0,0.0,0.0,0,0,,0.0,-492.5,1.0,false,1,2,eligible
